1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1,1.11118698,0.741210385,0.34740302,0.436670871,0.507067671,0.342766067,0.274718658,0.267208573,0.321377493,0.575972406,0.471690222,9.114990799,0.450920561,0.394185114,0.387305851,0.396541895,0.842650568,0.309969549,1.128107381
1,1.29647609,0.900858861,0.879548599,0.85149691,0.901306812,0.664830834,0.310709617,0.247705052,0.491414319,1.631193125,2.287625036,7.516177826,1.06881577,1.116523178,1.187241313,1.225706193,1.453065161,0.234921458,0.917722192
1,1.373762492,1.000532479,0.720458982,0.878411715,0.73757732,0.71753405,1.127973989,1.009669552,0.780910329,1.221977397,0.561489753,0.103898822,0.917772319,0.779277032,1.063491277,0.862028934,1.453795555,0.805448024,1.386669908
1,0.619060623,1.169802518,0.655155012,0.601200119,0.565770241,0.518047108,0.19760328,0.291144284,0.405185036,0.368864946,0.44970524,0.00428725,0.546441212,0.656168481,0.744187571,0.653717036,0.388859907,0.142208381,0.783752693
1,0.600034185,0.947937601,1.229001946,1.082674973,1.271026579,1.208012347,0.787830295,0.788642957,0.849366316,0.412014667,0.44487243,0.056006155,1.716971628,1.130425723,1.205361759,1.077334455,0.723757551,0.329674544,0.688424048
1,1.867154875,2.451017865,1.267103349,1.699455046,1.686372446,1.925928574,1.686065754,1.194665063,1.119576259,0.740760769,2.883411215,0.106240681,1.940028975,1.692408926,2.031687058,1.477008573,2.357654638,0.952329943,1.652765907
1,0.825511146,1.118658746,1.168046088,0.882265759,1.161084685,1.032629845,0.201777722,0.309416106,0.458950288,0.474947713,0.658968131,0.05482194,1.438954725,0.988300174,1.399218433,1.23938224,0.515885356,0.202670414,0.768391465
1,0.107919435,1.623385913,1.903938925,1.801475711,1.34006056,1.82440901,1.179267328,1.47487348,2.904296609,0.416139632,6.584475846,1.497757648,1.673534393,1.736157943,1.563195479,1.417646862,1.799492887,1.142039381,6.354349311
1,1.077172721,0.83487667,0.729390442,0.525030886,0.281895079,0.329161202,0.135754676,0.148657401,0.192795569,0.475155818,1.536199516,0.686240035,0.760346116,0.55699188,0.81695482,0.765422492,0.658577624,0.011814074,0.558490405
1,0.854763139,0.505223972,0.279244196,0.206129115,0.167160421,0.13937669,0.472357411,0.556793085,0.31888183,1.720603407,2.79340276,0.29407605,0.478432798,0.208538867,0.361480117,0.324207237,0.925364334,0.78892956,0.625471217
1,0.032589536,0.963472905,0.373588823,0.39879748,0.501574949,0.296676015,0.025966688,0.119000554,0.197558907,1.067548489,0.378662537,0.5730942,0.675685687,0.440258938,0.521603046,0.448762553,0.240512436,0.074141052,0.051570162
1,0.819491335,0.890921361,0.680802009,0.771917837,0.567380392,0.521370261,0.713417149,0.914288387,0.616113819,0.988127149,1.11378873,7.751337123,0.827318759,0.769778456,0.711095484,0.724528929,1.114764836,0.976651256,1.600633934
1,0.712281093,1.095766953,0.605227397,0.915721753,0.568582342,0.59209895,0.642672569,1.138661715,0.632390588,1.032247983,2.06958227,6.846065996,0.6431839,0.619984134,0.470055561,0.541826627,1.091476751,1.175327163,1.986341117
1,0.832163318,0.82336156,0.440194248,0.444186115,0.395037139,0.324140501,0.611759625,0.682915129,0.427228205,1.436299486,1.762934165,0.353083718,0.569745765,0.463098247,0.477969412,0.477307265,1.062976277,1.126147968,1.708453995
1,1.029155227,0.788599117,0.329936707,0.416443362,0.277456056,0.258678885,0.46765574,0.503238847,0.440414478,1.513772706,2.275153052,0.568912309,0.316606592,0.285341838,0.37928736,0.417938683,0.917402917,0.825414336,1.322436455
1,0.99150407,0.787307431,0.301688205,0.324073105,0.263060073,0.220154036,0.290811817,0.467245994,0.390544487,1.25641546,1.408147636,0.147775315,0.46675397,0.340030061,0.320042233,0.341115969,0.87771435,0.324134704,0.999030342
1,0.678892758,1.117248417,0.283040656,0.341218364,0.292436278,0.279282136,0.41095314,0.496654056,0.304920024,1.072297779,0.346396822,0.294618147,0.371380559,0.700263696,0.348823756,0.412529787,0.73979087,0.502438666,1.284111431
1,0.580291459,1.264618299,0.855441557,1.89578742,1.840055396,1.342978492,0.259769292,0.446800034,0.541216902,0.231644543,2.666720457,0.242131083,1.306136069,2.313865811,1.143063222,0.979355942,0.616130304,0.250730672,1.398785164
1,0.252355354,0.717414097,0.695647909,0.550275957,0.121432896,0.417569487,0.366961801,0.418511508,0.383990041,0.825183912,0.648785553,0.107871316,0.634307014,0.591009489,0.466145809,0.496839989,1.575872047,0.14847865,1.82893956
1,0.645759828,1.088639282,0.884472505,0.492533309,0.908540795,0.687607983,0.122718682,0.197455054,0.464911108,0.244752008,0.938632683,0.140288845,1.425088188,1.110378239,0.780597745,0.994919151,0.585640568,0.155649775,0.907843423
1,0.964018408,0.938733142,0.64882225,0.908713993,0.651204782,0.721143963,0.810039295,1.08874508,0.686208927,1.411711806,1.507519433,0.156553558,0.759201212,0.795842142,0.619061309,0.66533563,1.286267228,0.758370316,1.021720366
1,1.39474328,1.692351211,0.439468054,0.543622924,0.409288263,0.418082105,0.602006429,0.650400919,0.595538136,2.565515248,3.58611959,0.48544414,0.55661018,0.481543889,0.568936364,0.633027114,1.231218146,0.921722517,1.828122061
1,1.495057115,4.177691613,3.742842136,5.164065143,4.416976633,5.915725867,2.937066233,2.776291782,1.57881026,4.095684541,0.628233857,55.95294647,3.321450008,5.262736637,4.702451943,3.541629265,2.782277656,0.339477862,1.211680555
1,1.029129547,0.798335461,0.60265498,0.701695103,0.57250262,0.497145206,0.682032692,0.773599196,0.60589252,0.993601048,0.952998336,7.938927933,0.688185882,0.639878634,0.708318535,0.797452338,1.329200186,0.655688456,1.53845943
1,1.126010749,0.812218616,0.430247048,0.490263819,0.470059797,0.427811213,0.58675771,0.650897916,0.429618731,1.490160369,0.374193551,0.32455867,0.407459395,0.515029937,0.596803623,0.644980836,1.092013279,0.515650119,1.339928854
1,1.31072461,1.657718453,0.724803687,0.945609346,1.310165623,0.432480863,1.444529633,1.094663308,0.825991477,1.243706098,2.774384224,1.0196685,1.672799111,1.089196461,1.016678969,1.020208623,1.739641946,1.936446174,2.087633416
1,1.128097372,2.077572755,1.570401221,1.298683791,1.823937381,1.530492739,0.689707615,0.751181897,0.887256289,1.41535367,0.085307808,0.014183832,1.809086261,1.833069137,1.405283493,1.372552373,0.859748977,0.69529899,0.962292507
1,0.693710968,1.065865945,0.365511626,0.170557157,0.252009181,0.196637884,0.218821106,0.216807745,0.111870286,2.674964231,8.060328292,1.340162738,0.337808656,0.281318864,0.279104676,0.097793216,0.415316876,0.33545715,1.097738484
1,1.161824856,1.013769735,0.642762292,0.746391365,0.662037664,0.592383023,0.825279552,0.593916163,0.674894452,1.455599641,1.135649469,0.252864638,0.756424082,0.761157651,0.639433928,0.722899601,1.513009871,0.855369932,2.327187415
1,1.205277711,0.732179862,1.293800522,1.366335901,1.425975505,1.175613801,0.782679628,0.904765736,0.753512213,0.442630448,1.066568481,0.018517976,1.239656315,1.337872099,1.349607784,1.179798271,0.626170045,0.136411994,0.555046829
1,1.347281763,1.031771857,0.928604515,0.898007998,0.61745042,0.889681711,0.670030558,0.693927189,0.673338938,0.63806115,0.266431137,0.123926292,0.975029788,0.923714039,1.001469303,0.883999954,1.182324786,0.854461504,0.885604464
1,1.294005366,0.942568909,0.711641327,0.830430997,0.745189473,0.670023313,0.782878213,0.646962591,0.727947242,2.217686753,0.686911242,0.013108007,1.039912541,0.882985835,1.159145926,0.942171894,1.652061507,0.501150699,0.908583745
1,0.98425811,0.723716215,0.918562123,1.745448996,1.643803899,1.543223695,1.109621618,1.195620219,0.818387378,1.188989191,0.569093892,0.094621261,1.691353476,1.671540372,1.842645062,1.341435977,1.119065437,1.164430392,3.11348947
1,2.040535203,2.206202168,2.435481796,1.357542345,1.999328037,1.432654967,1.053322924,1.3029414,1.601607683,1.594640925,1.623186307,0.39143623,3.297393811,1.647554512,1.88286061,1.949259546,2.276859707,1.09133831,3.229727396
1,1.077579716,1.632020297,2.102570536,2.903329272,3.279978141,3.368782299,2.79160883,0.635090106,1.266369839,0.388579743,1.170886796,32.72084726,3.826541908,2.79925167,3.604105394,2.695664965,1.651540559,0.879122065,0.159463418
1,0.990652923,1.053634142,0.674893704,0.807660114,0.654302732,0.600331469,0.657677765,0.863536581,0.68871538,1.176373834,1.248488558,8.692783417,0.656124819,0.742798187,0.795890687,0.807560471,1.262265506,0.590669654,1.862480602
1,0.993923417,1.075987263,0.565359013,1.035102187,0.42697343,0.542229008,1.034803472,1.253190901,0.771562965,1.272604916,0.746266898,0.751054341,1.43739164,1.015685112,1.142388372,0.86157793,1.403296047,2.289115726,1.166009385
1,0.689410702,0.78035203,0.961161123,1.075531814,0.831388213,0.861674085,1.25195508,0.956785347,0.919931153,0.316284026,2.81400443,0.224143754,1.692482832,1.264126816,1.602963083,1.35166834,2.237876467,1.056358405,2.859534675
1,0.594452566,1.497591343,0.699595638,0.58399916,0.584427188,0.44813745,0.318542726,1.000244156,0.691367552,0.641016145,0.765968835,0.2346381,1.222088869,0.5728976,0.710521002,0.751554275,0.360947621,1.138040894,1.77771666
1,3.148663535,2.169945788,3.335708453,3.709971747,3.488111602,3.360002252,2.868188416,1.547068632,1.594811374,4.237468371,3.879142032,0.074679299,5.48207551,4.206796994,5.235481406,4.150606606,3.247992722,0.41496898,0.671491666
1,0.27799611,0.703147372,0.203459592,0.074911717,0.176163898,0.185416842,0.039567338,0.069838491,0.047193723,1.071958906,3.230077096,0.537053679,0.035772833,0.158659763,0.015309895,0.024040458,0.166433113,0.209239974,0.439905151
1,0.315877832,0.485336746,0.169350506,0.347232574,0.536019801,0.316396205,0.044959064,0.079355179,0.803600741,1.218031632,3.67023032,0.610236424,0.139497406,0.99813731,0.084255239,0.212702692,0.18911247,0.152748742,0.499849748
1,1.03735709,1.153064327,0.459348556,0.472345428,0.310245932,0.284878016,0.105120416,0.157225944,0.3393535,0.315333336,0.488711379,0.171361533,0.501980838,0.265301401,0.551833215,0.429373244,0.15288549,0.09112757,0.298188888
1,0.94663069,1.15994307,0.659638816,0.861336695,0.853188367,0.62473887,0.61568691,0.701984071,0.527499562,0.509939712,0.608236627,0.025309928,0.591546793,0.607756027,0.631635516,0.625535731,0.879552379,0.339753519,0.946323528
1,1.151548041,0.743918768,0.596826376,0.894682808,0.545165889,0.46861895,0.725077846,0.85762936,0.657987827,1.011083117,1.06044118,0.183091307,0.673577195,0.771060089,0.502263102,0.578149779,1.091074338,1.037031272,1.826607168
1,1.027955349,1.05794894,0.397486895,0.619399962,0.420892352,0.377953119,0.423798915,0.431076912,0.398049236,1.128660508,1.476338556,0.280711135,0.278855223,0.438785635,0.329234676,0.383204976,0.795413195,0.706736537,1.705889739
1,3.816326489,1.065865945,0.198355348,1.372395404,0.754618932,0.528955844,0.098736259,0.311514711,5.928280865,2.674964231,8.060328292,3.864827973,1.373901142,1.530791929,1.990151417,0.235512934,0.415316876,0.33545715,1.097738484
1,1.445217471,0.853133843,0.732172351,0.511680515,0.660700893,0.291988246,0.216504933,0.499779697,0.840942929,3.223184114,1.803015251,1.998311098,0.953861164,0.679173089,0.7842857,0.687509331,0.917190553,0.242050403,0.423223722
1,0.991949514,1.134935257,0.255284208,0.177152803,0.198904139,0.203809499,0.189691482,0.239091244,0.816231221,0.641783943,1.951516418,0.519762048,0.303840313,0.314119454,0.270365917,0.187373028,0.513471248,0.461805545,1.394332273
1,0.398194335,0.31876961,0.436258516,0.582837335,0.585101248,0.506033991,0.260905959,0.39824032,0.303479043,0.112625827,0.060070838,0.009987769,0.578844684,0.559902761,0.495119337,0.610832276,0.438232808,0.176561831,0.332218979
1,0.503243173,0.814796676,0.721397936,0.621088689,0.829401867,0.510608762,0.168368225,0.524102247,0.476177976,0.301101249,0.41527836,0.028065357,1.155025097,0.656526068,0.662285051,0.715252331,0.522745412,0.279230686,1.034248167
1,0.667266787,0.504712947,0.317735501,0.589372316,0.418583457,0.403254406,0.183583818,0.135635356,0.24204292,0.824505259,0.087850092,0.141812558,0.380937759,0.638884569,0.424614988,0.390454731,0.482287526,0.105901094,0.55224004
1,2.381080836,2.113430983,1.461448712,1.251525946,1.484445575,1.037431586,1.192655021,0.885102351,1.000974901,1.349687676,0.772613398,0.018940933,1.366332112,1.220361186,1.376408017,1.473153945,2.66346145,1.493037498,2.504607266
1,0.883450128,0.997915802,0.551148579,0.794565027,0.426454639,0.710950096,0.562279674,0.621738662,0.445205031,0.766379353,1.151312599,0.241588418,0.690684714,0.630295034,0.557753358,0.590782583,0.942895897,0.836378221,0.942104761
1,0.808071356,0.941833537,1.203779539,0.854861852,1.129799839,0.864481623,0.427718881,0.515562487,0.675753882,0.50383582,0.991565925,0.050641298,1.440953919,0.98215607,1.193024938,1.439556287,1.040361849,0.481634753,1.710187374
1,1.694290902,0.955869783,2.251894438,1.849121727,1.98233694,1.285591415,0.979835726,1.217846412,0.668543713,0.630885282,2.627723724,0.316074861,3.845598644,3.20918776,3.228375071,1.943703552,0.670829203,0.960438672,0.904645459
1,3.040965818,1.965029539,1.101816673,2.673949465,1.133591778,0.876046406,2.473071242,1.916253199,1.961382349,1.442978296,1.058417338,0.017583038,2.385345425,1.664626143,2.313052802,2.235810941,2.465404552,0.86372886,3.162883462
1,0.693710968,1.065865945,0.094211122,0.082578052,0.156189373,0.352326819,0.242006181,0.174274839,0.689810885,2.674964231,8.060328292,1.340162738,0.056144099,0.178906561,0.04160435,0.057268205,0.415316876,0.33545715,1.097738484
1,0.947434163,0.964253913,0.459200208,0.513461567,0.503998449,0.333292833,0.284578544,0.416912982,0.229769116,1.323208677,0.144513743,3.640680657,0.526577652,0.408871157,0.569717331,0.465650102,0.59843539,0.2124512,0.995456653
1,1.122894665,1.425760839,1.1595638,0.85406821,1.566862085,1.172684726,0.196334117,0.179779347,0.327945913,0.419766692,0.102990388,0.017123853,1.331471179,1.220964454,1.707187124,1.701280705,0.481186276,0.203108764,0.138859752
1,0.791944152,0.483098407,0.386659134,0.295152445,0.192577252,0.198726917,0.150352712,0.295482419,0.500086582,0.389380786,0.82694862,0.284649644,0.602963342,0.352120762,0.424178146,0.364184695,0.570858227,0.2684703,0.980234208
1,0.296826252,0.769251363,0.412041113,0.471286807,0.375104688,0.333319402,0.402682254,0.38248901,0.970074061,0.879698221,1.716984005,0.039038358,0.467457205,0.400231383,0.578948209,0.496032378,0.90230332,0.414764522,0.467404134
1,1.234310705,0.3747099,0.471384492,0.462624059,0.361010124,0.390667244,0.897919988,0.71002917,0.456244098,0.782928573,0.594670164,0.021093981,0.790504292,0.621508144,0.616189157,0.562312959,1.320541279,0.727355415,1.018140315
1,0.883737372,0.563773668,0.627699167,0.405066084,0.4030032,0.398330043,0.341610163,0.402397208,0.507148727,0.775456952,1.088431489,0.385471526,0.477465104,0.407103407,0.571992129,0.528167414,0.679932483,0.403726558,0.905182376
1,0.757507774,2.492096614,0.861823414,0.772688697,1.117937241,0.964647128,0.400356685,0.549018702,0.947151294,1.07520116,0.824999185,0.037049816,0.937233352,1.299971685,1.284387207,1.139246707,0.607293739,0.272636268,0.980688184
1,0.631347674,0.901220478,0.352073659,0.124589224,0.098651596,0.100369038,0.278934599,0.373907729,0.630998202,3.076360556,3.633572267,0.47652645,0.35190263,0.138431887,0.271278798,0.295421801,0.711767715,0.223160315,1.391669274
1,0.914663255,1.520753158,0.92592818,1.144081795,0.847148739,0.719048107,0.605526834,1.133450353,0.704353611,1.306707829,3.081074571,0.524948282,0.845949941,1.193041477,0.684557769,0.69411384,1.114546184,1.275097353,2.5370842
1,0.952786978,1.49384452,1.754438285,2.168652955,1.535453902,1.732860118,1.136953933,1.959841795,1.3207174,0.485141197,1.095771966,0.037813028,1.799000017,2.22560135,1.761488676,1.497748304,0.746065086,2.184006878,1.084735574
1,1.550204558,1.545136185,0.952704164,1.091753533,0.798370988,0.854387355,1.086215835,1.028023469,1.076711546,0.387833573,0.495350495,0.24769166,1.597904514,1.524336272,1.227549499,1.202286896,1.383907388,1.267524295,2.033874133
1,1.745922596,0.881834607,0.550502568,0.578058016,0.604711198,0.452175334,0.861016506,0.604317741,0.530479829,1.866095215,1.228763784,8.603831077,0.71442338,0.577883747,0.651325764,0.696623574,1.391915277,0.727175955,0.905965112
1,0.641358807,0.76368204,0.465131064,0.639512383,0.577216802,0.435753815,0.39957045,0.391105356,0.390968912,0.570011369,0.0869442,4.838021565,0.736135474,0.551351091,0.737974668,0.645121677,0.626388834,0.129394249,0.250603141
1,0.619774628,0.512632908,0.495165327,0.738110746,0.925169237,0.918040815,0.495785093,0.372275144,0.274771981,0.627641912,0.440814199,0.008954913,0.450239707,0.719848494,0.775589512,0.619151856,0.507321919,0.157787454,0.135958042
1,1.023640831,1.259921632,1.088893004,1.313735827,1.304649435,1.179693601,0.458829419,0.670925369,0.734817454,1.924666658,2.448454862,0.298743908,1.375867175,1.04488285,1.051130067,1.10109672,0.952401237,0.220487901,1.36228013
1,1.468978825,1.078763789,0.523981289,0.498452592,0.390444177,0.383409822,0.727261848,0.626327096,0.654597864,1.991621645,1.132922049,0.304078391,0.752897931,0.628735967,0.606309444,0.572809053,1.619913075,1.016837682,1.117847512
1,4.301872004,3.715635547,4.95659781,3.837788481,4.475150496,3.774687471,3.099234245,2.122267042,1.886038073,2.030075805,0.68238063,0.113457053,6.812046108,5.216521846,6.929197128,4.995704698,4.28304074,0.543458735,0.092933619
1,0.693710968,5.158765972,3.457499877,7.952603263,4.043347502,3.240447813,3.567105289,6.541462406,5.393544922,2.674964231,37.65784662,1.340162738,7.707581289,9.43667227,11.91641362,5.273929186,8.996091906,0.33545715,6.593828664
1,1.06527551,1.0186391,1.031354425,0.516141736,0.602104665,0.469551466,0.398416085,0.496050945,0.619745072,1.189266136,1.013903677,0.529208522,0.690320484,0.605978368,0.819001614,0.894986732,1.105278856,0.61921632,1.559908492
1,1.012501889,0.93393432,0.386255719,0.346269734,0.113048065,0.242267737,0.365092212,0.369466432,0.344691063,1.247665847,1.290767001,0.293214875,0.629216409,0.492306332,0.516997138,0.5419487,0.94214982,0.315125717,1.115867245
1,1.442382302,0.937671183,0.701161264,0.865338922,0.730345592,0.508217585,0.449290605,0.4866742,0.430075782,0.956849944,0.898226132,0.025854607,1.223009152,0.849352421,0.972004703,0.823040426,0.777900964,0.214900747,1.232212777
1,0.68628161,1.651906465,0.975866836,1.079788083,1.094630682,0.871341523,0.517065804,1.101128012,0.852634774,1.069683209,2.277590846,0.19491732,1.87584965,1.220560832,1.108911476,1.078588233,1.069878079,0.829994913,1.916941619
1,3.391942233,0.36746812,0.865830904,1.544247719,0.912005987,0.769022226,1.309423522,0.531527485,0.305522344,0.922221113,2.778880123,0.462034729,2.606191689,2.404843815,0.956968406,1.690609193,1.757639747,1.487334763,0.378456502
1,1.169981404,1.425690674,1.360163611,1.236829127,1.058573321,1.090875305,1.935681783,1.945587952,1.39046632,1.322470554,0.978150661,14.2580245,1.905854787,1.140319577,1.235451349,1.241460363,1.31602546,2.728262386,1.728384742
1,0.743475754,0.988990111,1.890398251,1.591596024,3.006215016,3.852732977,0.468142549,0.491481221,1.160188159,0.251172879,0.33033451,17.46403716,1.238981117,1.924060548,1.242937885,1.43271753,0.676000585,0.350699286,0.607517722
1,1.017389846,0.745943363,1.139946565,1.31285829,1.261343486,1.195289597,2.544635119,1.793861118,1.742159605,1.262198313,0.835107369,0.1760699,1.178008705,1.464441131,1.201594571,1.358439392,0.962818922,0.755941449,0.603046184
1,1.072226428,1.079807393,0.641885199,0.689967925,0.551077145,0.494035357,0.981452805,1.335619628,0.71051391,1.580958612,2.953952444,0.183080012,0.580722646,0.628036886,0.620507778,0.570587956,1.912152252,1.902612023,2.150094992
1,1.0538537,0.880502497,0.531512748,0.560803477,0.452077869,0.402925551,0.441868441,0.436486276,0.500784148,1.508666161,1.254568809,0.124586202,0.619053585,0.495561564,0.873413176,0.725343461,0.610550443,0.726675615,0.73450102