1,2,3,4,5,6,7,8,9,10,11,12
0.677702219,0.622923109,0.643615511,0.50600572,0.57270877,0.563909284,1,1.11118698,0.741210385,0.575972406,0.471690222,9.114990799
1.301354845,1.06740968,0.928873475,1.070053997,0.672177241,1.224777768,1,1.29647609,0.900858861,1.631193125,2.287625036,7.516177826
1.086255438,0.919852853,1.010010296,1.509662022,1.304464425,1.506615211,1,1.373762492,1.000532479,1.221977397,0.561489753,0.103898822
0.317025194,0.457911277,0.563404113,0.328567252,0.532136991,0.499052327,1,0.619060623,1.169802518,0.368864946,0.44970524,0.00428725
0.513158497,0.81177004,0.735392312,0.863453625,1.086533458,1.190415321,1,0.600034185,0.947937601,0.412014667,0.44487243,0.056006155
2.537006824,1.908137321,1.694180982,2.73450102,2.221927279,2.522296715,1,1.867154875,2.451017865,0.740760769,2.883411215,0.106240681
0.521377923,0.752814854,0.560856657,0.441690467,0.890884062,0.697022919,1,0.825511146,1.118658746,0.474947713,0.658968131,0.05482194
2.430106261,3.245640027,3.44609148,1.114140827,2.218043408,1.240930227,1,0.107919435,1.623385913,0.416139632,6.584475846,1.497757648
0.537073484,0.691428511,0.664649662,0.703359709,0.645160313,0.934758118,1,1.077172721,0.83487667,0.475155818,1.536199516,0.686240035
0.369969283,0.361787383,0.325504186,0.482259512,0.527858298,0.520607139,1,0.854763139,0.505223972,1.720603407,2.79340276,0.29407605
0.265979212,0.110823674,0.073838241,0.234897066,0.134761809,0.155002351,1,0.032589536,0.963472905,1.067548489,0.378662537,0.5730942
0.635018444,0.6559001,0.686438321,0.756760451,1.233030597,0.963189787,1,0.819491335,0.890921361,0.988127149,1.11378873,7.751337123
0.44515029,0.659283555,0.662263384,0.686439082,1.25023093,0.912547145,1,0.712281093,1.095766953,1.032247983,2.06958227,6.846065996
0.508198985,0.389315854,0.529521438,0.587987993,0.719003451,0.71725449,1,0.832163318,0.82336156,1.436299486,1.762934165,0.353083718
0.483424133,0.399886366,0.486406698,0.674109845,0.78517416,0.68444333,1,1.029155227,0.788599117,1.513772706,2.275153052,0.568912309
0.48658994,0.37081307,0.402833899,0.517563434,0.413896685,0.639413452,1,0.99150407,0.787307431,1.25641546,1.408147636,0.147775315
0.313703906,0.363888913,0.397693255,0.322291624,0.43297439,0.491821599,1,0.678892758,1.117248417,1.072297779,0.346396822,0.294618147
0.519686108,1.384145878,1.856596109,0.569463232,1.821541166,0.781101535,1,0.580291459,1.264618299,0.231644543,2.666720457,0.242131083
0.657745054,0.358634951,0.349617668,0.558902138,1.136272293,0.712568691,1,0.252355354,0.717414097,0.825183912,0.648785553,0.107871316
0.409631169,0.589686471,0.683565268,0.347338347,0.733979462,0.61420706,1,0.645759828,1.088639282,0.244752008,0.938632683,0.140288845
0.891243404,0.763979589,0.779442228,0.899712892,1.073251806,1.10280369,1,0.964018408,0.938733142,1.411711806,1.507519433,0.156553558
0.807445841,0.591855133,0.698595377,0.85358019,0.927854568,0.863130735,1,1.39474328,1.692351211,2.565515248,3.58611959,0.48544414
3.049334464,3.638495433,3.389404918,3.365326779,3.40226284,4.268597108,1,1.495057115,4.177691613,4.095684541,0.628233857,55.95294647
0.928551865,0.763001078,0.775734032,1.116097915,1.214942132,1.291100227,1,1.029129547,0.798335461,0.993601048,0.952998336,7.938927933
0.841921366,0.481454044,0.51013076,0.70035709,0.72255264,0.758586183,1,1.126010749,0.812218616,1.490160369,0.374193551,0.32455867
1.249840851,1.019753176,1.45921453,1.317972803,1.26009683,1.133748781,1,1.31072461,1.657718453,1.243706098,2.774384224,1.0196685
0.685650083,1.239121796,0.932196499,0.782112258,1.278653709,1.074665741,1,1.128097372,2.077572755,1.41535367,0.085307808,0.014183832
0.428219797,0.376465092,0.239229631,0.905875443,0.274819561,0.621874342,1,0.693710968,1.065865945,2.674964231,8.060328292,1.340162738
0.85290585,0.792653912,0.68454344,0.85574781,0.687612463,0.857995508,1,1.161824856,1.013769735,1.455599641,1.135649469,0.252864638
0.707173638,0.897557332,0.74224738,0.675446122,0.975046954,0.730739956,1,1.205277711,0.732179862,0.442630448,1.066568481,0.018517976
0.998532576,0.938845066,1.118050226,1.03136043,1.116497174,0.990242655,1,1.347281763,1.031771857,0.63806115,0.266431137,0.123926292
1.553761856,1.085464091,0.95554121,0.000663162,1.194581761,1.063598023,1,1.294005366,0.942568909,2.217686753,0.686911242,0.013108007
2.217474324,1.788146576,1.992467235,1.816670282,2.101210356,2.037067802,1,0.98425811,0.723716215,1.188989191,0.569093892,0.094621261
1.691632754,1.154572685,1.351021843,1.347450804,1.923374371,1.78211446,1,2.040535203,2.206202168,1.594640925,1.623186307,0.39143623
2.224998556,3.19269558,2.308959711,3.148977829,2.382498986,2.836236821,1,1.077579716,1.632020297,0.388579743,1.170886796,32.72084726
0.852463164,0.770559892,0.872971222,1.047851736,1.232090817,1.162205349,1,0.990652923,1.053634142,1.176373834,1.248488558,8.692783417
1.032060396,0.915521074,0.863575369,1.196842739,0.931904227,1.480372253,1,0.993923417,1.075987263,1.272604916,0.746266898,0.751054341
1.12528497,1.111225029,1.430211987,1.35180551,1.45167007,1.630633998,1,0.689410702,0.78035203,0.316284026,2.81400443,0.224143754
0.425061177,0.933183045,0.839255505,0.608651198,1.18349335,1.215757086,1,0.594452566,1.497591343,0.641016145,0.765968835,0.2346381
4.203040622,2.839480492,2.351505978,4.293977406,3.145537584,3.820032732,1,3.148663535,2.169945788,4.237468371,3.879142032,0.074679299
0.022545751,0.035527377,0.024188884,0.027170682,0.079523309,0.045331289,1,0.27799611,0.703147372,1.071958906,3.230077096,0.537053679
0.115030425,0.04036859,0.076133964,0.030873152,0.090359719,0.034498728,1,0.315877832,0.485336746,1.218031632,3.67023032,0.610236424
0.572040977,0.37750666,0.607120166,0.587374117,0.618808792,0.69148986,1,1.03735709,1.153064327,0.315333336,0.488711379,0.171361533
0.749289116,0.704343944,0.645276772,0.692054039,1.03985877,0.888531606,1,0.94663069,1.15994307,0.509939712,0.608236627,0.025309928
0.78946948,0.687972117,0.94641379,0.906370996,1.011156006,1.202115902,1,1.151548041,0.743918768,1.011083117,1.06044118,0.183091307
0.657077479,0.665730421,0.74738577,0.601228207,0.703582547,0.66081805,1,1.027955349,1.05794894,1.128660508,1.476338556,0.280711135
0.342834547,1.96912132,0.219795385,0.430622199,1.61017735,0.075763931,1,3.816326489,1.065865945,2.674964231,8.060328292,3.864827973
0.480233316,0.368305539,0.365033557,0.131555603,0.403195265,0.40516768,1,1.445217471,0.853133843,3.223184114,1.803015251,1.998311098
0.198821461,0.374096922,0.241505006,0.464698083,0.377033233,0.363814765,1,0.991949514,1.134935257,0.641783943,1.951516418,0.519762048
0.428605242,0.530956289,0.395919492,0.441778343,0.580453579,0.449660481,1,0.398194335,0.31876961,0.112625827,0.060070838,0.009987769
0.454659184,0.629870871,0.613609617,0.493069391,1.046507463,0.821485491,1,0.503243173,0.814796676,0.301101249,0.41527836,0.028065357
0.441349479,0.608415579,0.542794873,0.615500784,0.753929015,0.381174893,1,0.667266787,0.504712947,0.824505259,0.087850092,0.141812558
2.058880933,1.219464703,1.564178328,1.924777389,1.735416078,2.128722659,1,2.381080836,2.113430983,1.349687676,0.772613398,0.018940933
0.563260965,0.559003414,0.67848226,0.704092851,0.78947342,0.662832386,1,0.883450128,0.997915802,0.766379353,1.151312599,0.241588418
1.085699915,1.058138152,0.971549899,1.000044085,1.481478408,1.421173803,1,0.808071356,0.941833537,0.50383582,0.991565925,0.050641298
1.576807343,2.300854892,2.455035694,0.528906863,0.832304649,1.107160977,1,1.694290902,0.955869783,0.630885282,2.627723724,0.316074861
14.04897917,7.664538891,8.898906079,4.904036103,3.629315809,3.403461995,1,3.040965818,1.965029539,1.442978296,1.058417338,0.017583038
0.056260625,0.08865495,0.062098318,0.098133165,0.198442315,0.343810378,1,0.693710968,1.065865945,2.674964231,8.060328292,1.340162738
0.513087719,0.405580164,0.316569463,0.385104957,0.614659187,0.428669299,1,0.947434163,0.964253913,1.323208677,0.144513743,3.640680657
0.753091674,0.588605937,0.805683436,0.659615223,0.692078024,0.725917751,1,1.122894665,1.425760839,0.419766692,0.102990388,0.017123853
0.447667472,0.539945612,0.346439659,0.504429516,0.625604415,0.703436451,1,0.791944152,0.483098407,0.389380786,0.82694862,0.284649644
0.704864279,0.491667875,0.516530699,0.540159208,0.545907189,0.610838966,1,0.296826252,0.769251363,0.879698221,1.716984005,0.039038358
1.014451153,0.574679304,0.71701291,0.966233381,0.734628413,0.821543004,1,1.234310705,0.3747099,0.782928573,0.594670164,0.021093981
0.606004915,0.55939451,0.681425575,0.602308114,0.763037888,0.666713572,1,0.883737372,0.563773668,0.775456952,1.088431489,0.385471526
0.940175115,0.8271644,0.978458793,0.450836929,0.861061745,0.732361065,1,0.757507774,2.492096614,1.07520116,0.824999185,0.037049816
0.61244254,0.302702396,0.410688086,0.440754926,0.434931348,0.299779784,1,0.631347674,0.901220478,3.076360556,3.633572267,0.47652645
0.494373186,0.712873996,0.980826593,0.503585134,1.27112649,0.814404817,1,0.914663255,1.520753158,1.306707829,3.081074571,0.524948282
0.865298856,1.060994369,1.641837108,0.001234705,1.712733397,1.892423524,1,0.952786978,1.49384452,0.485141197,1.095771966,0.037813028
1.258057097,1.031136981,1.22365512,1.620445613,1.660754243,1.590446673,1,1.550204558,1.545136185,0.387833573,0.495350495,0.24769166
0.918942438,0.554542524,0.674495629,1.163749542,0.653560003,0.896033763,1,1.745922596,0.881834607,1.866095215,1.228763784,8.603831077
0.855813534,0.512394892,0.461419538,0.713680174,0.498948079,0.562908758,1,0.641358807,0.76368204,0.570011369,0.0869442,4.838021565
0.74174613,0.856878168,0.873646772,0.392642324,0.450184597,0.540769616,1,0.619774628,0.512632908,0.627641912,0.440814199,0.008954913
0.854035769,0.941545683,0.945457164,0.933459672,1.71658893,1.236642077,1,1.023640831,1.259921632,1.924666658,2.448454862,0.298743908
1.138603469,0.715909436,0.625536078,1.14985871,1.18570211,0.953728147,1,1.468978825,1.078763789,1.991621645,1.132922049,0.304078391
5.060350798,2.020414079,1.909309522,4.567220997,2.539667451,5.063124641,1,4.301872004,3.715635547,2.030075805,0.68238063,0.113457053
6.855568943,7.868256558,8.090147465,5.062712643,3.833091932,4.328259505,1,0.693710968,5.158765972,2.674964231,37.65784662,1.340162738
0.669716028,0.679791864,0.608051321,0.730613137,1.026413179,1.121915485,1,1.06527551,1.0186391,1.189266136,1.013903677,0.529208522
0.711376588,0.496844741,0.594740406,0.835897297,0.649589672,0.922319177,1,1.012501889,0.93393432,1.247665847,1.290767001,0.293214875
0.840067058,0.721150361,0.718251497,0.854508412,1.142215288,0.590667443,1,1.442382302,0.937671183,0.956849944,0.898226132,0.025854607
0.563474177,0.808681213,0.91173913,0.499809629,1.394589573,1.207588564,1,0.68628161,1.651906465,1.069683209,2.277590846,0.19491732
2.217746396,1.517880274,1.192943735,1.574122263,0.69792388,1.23035104,1,3.391942233,0.36746812,0.922221113,2.778880123,0.462034729
1.19811833,1.14741557,1.343032298,1.743315394,1.652746661,1.62134263,1,1.169981404,1.425690674,1.322470554,0.978150661,14.2580245
1.49132573,1.94782086,2.176222399,0.895093068,1.131126749,0.987214849,1,0.743475754,0.988990111,0.251172879,0.33033451,17.46403716
1.058995457,0.988060988,0.920095808,0.743634495,0.669686876,0.817058907,1,1.017389846,0.745943363,1.262198313,0.835107369,0.1760699
0.745350234,0.722501756,0.632691009,0.870957122,0.913464521,0.84284135,1,1.072226428,1.079807393,1.580958612,2.953952444,0.183080012
0.709044166,0.626769117,0.58774041,0.989462955,0.874417755,0.907223553,1,1.0538537,0.880502497,1.508666161,1.254568809,0.124586202